Priority queue at time: 0
Queue size: 0
Priority queue at time: 999
Queue size: 176
Arrival Time: 996, Processing Time: 3, Priority: 0
Arrival Time: 440, Processing Time: 7, Priority: 0
Arrival Time: 239, Processing Time: 7, Priority: 0
Arrival Time: 369, Processing Time: 7, Priority: 0
Arrival Time: 180, Processing Time: 7, Priority: 0
Arrival Time: 891, Processing Time: 7, Priority: 0
Arrival Time: 599, Processing Time: 7, Priority: 0
Arrival Time: 99, Processing Time: 7, Priority: 0
Arrival Time: 390, Processing Time: 7, Priority: 0
Arrival Time: 469, Processing Time: 7, Priority: 0
Arrival Time: 740, Processing Time: 7, Priority: 0
Arrival Time: 379, Processing Time: 7, Priority: 0
Arrival Time: 221, Processing Time: 7, Priority: 0
Arrival Time: 821, Processing Time: 7, Priority: 0
Arrival Time: 210, Processing Time: 7, Priority: 0
Arrival Time: 801, Processing Time: 7, Priority: 0
Arrival Time: 700, Processing Time: 8, Priority: 0
Arrival Time: 679, Processing Time: 8, Priority: 0
Arrival Time: 329, Processing Time: 8, Priority: 0
Arrival Time: 929, Processing Time: 8, Priority: 0
Arrival Time: 589, Processing Time: 8, Priority: 0
Arrival Time: 271, Processing Time: 8, Priority: 0
Arrival Time: 200, Processing Time: 8, Priority: 0
Arrival Time: 489, Processing Time: 8, Priority: 0
Arrival Time: 971, Processing Time: 8, Priority: 0
Arrival Time: 480, Processing Time: 8, Priority: 0
Arrival Time: 29, Processing Time: 8, Priority: 0
Arrival Time: 921, Processing Time: 8, Priority: 0
Arrival Time: 451, Processing Time: 8, Priority: 0
Arrival Time: 870, Processing Time: 8, Priority: 0
Arrival Time: 850, Processing Time: 8, Priority: 0
Arrival Time: 729, Processing Time: 8, Priority: 0
Arrival Time: 40, Processing Time: 9, Priority: 0
Arrival Time: 640, Processing Time: 9, Priority: 0
Arrival Time: 90, Processing Time: 9, Priority: 0
Arrival Time: 670, Processing Time: 9, Priority: 0
Arrival Time: 561, Processing Time: 9, Priority: 0
Arrival Time: 781, Processing Time: 9, Priority: 0
Arrival Time: 950, Processing Time: 9, Priority: 0
Arrival Time: 719, Processing Time: 9, Priority: 0
Arrival Time: 190, Processing Time: 9, Priority: 0
Arrival Time: 69, Processing Time: 9, Priority: 0
Arrival Time: 130, Processing Time: 9, Priority: 0
Arrival Time: 251, Processing Time: 9, Priority: 0
Arrival Time: 880, Processing Time: 9, Priority: 0
Arrival Time: 861, Processing Time: 9, Priority: 0
Arrival Time: 940, Processing Time: 9, Priority: 0
Arrival Time: 750, Processing Time: 9, Priority: 0
Arrival Time: 419, Processing Time: 9, Priority: 0
Arrival Time: 551, Processing Time: 10, Priority: 0
Arrival Time: 430, Processing Time: 10, Priority: 0
Arrival Time: 459, Processing Time: 10, Priority: 0
Arrival Time: 689, Processing Time: 10, Priority: 0
Arrival Time: 340, Processing Time: 10, Priority: 0
Arrival Time: 630, Processing Time: 10, Priority: 0
Arrival Time: 280, Processing Time: 10, Priority: 0
Arrival Time: 51, Processing Time: 10, Priority: 0
Arrival Time: 570, Processing Time: 10, Priority: 0
Arrival Time: 581, Processing Time: 10, Priority: 0
Arrival Time: 770, Processing Time: 10, Priority: 0
Arrival Time: 119, Processing Time: 10, Priority: 0
Arrival Time: 141, Processing Time: 10, Priority: 0
Arrival Time: 521, Processing Time: 10, Priority: 0
Arrival Time: 500, Processing Time: 10, Priority: 0
Arrival Time: 989, Processing Time: 10, Priority: 0
Arrival Time: 980, Processing Time: 10, Priority: 0
Arrival Time: 900, Processing Time: 10, Priority: 0
Arrival Time: 619, Processing Time: 10, Priority: 0
Arrival Time: 230, Processing Time: 10, Priority: 0
Arrival Time: 789, Processing Time: 10, Priority: 0
Arrival Time: 659, Processing Time: 10, Priority: 0
Arrival Time: 841, Processing Time: 10, Priority: 0
Arrival Time: 149, Processing Time: 10, Priority: 0
Arrival Time: 825, Processing Time: 11, Priority: 0
Arrival Time: 226, Processing Time: 11, Priority: 0
Arrival Time: 524, Processing Time: 11, Priority: 0
Arrival Time: 999, Processing Time: 11, Priority: 0
Arrival Time: 299, Processing Time: 11, Priority: 0
Arrival Time: 575, Processing Time: 11, Priority: 0
Arrival Time: 799, Processing Time: 11, Priority: 0
Arrival Time: 376, Processing Time: 12, Priority: 0
Arrival Time: 150, Processing Time: 12, Priority: 0
Arrival Time: 599, Processing Time: 12, Priority: 0
Arrival Time: 326, Processing Time: 12, Priority: 0
Arrival Time: 625, Processing Time: 12, Priority: 0
Arrival Time: 400, Processing Time: 12, Priority: 0
Arrival Time: 776, Processing Time: 12, Priority: 0
Arrival Time: 176, Processing Time: 13, Priority: 0
Arrival Time: 724, Processing Time: 13, Priority: 0
Arrival Time: 450, Processing Time: 13, Priority: 0
Arrival Time: 26, Processing Time: 13, Priority: 0
Arrival Time: 250, Processing Time: 13, Priority: 0
Arrival Time: 49, Processing Time: 13, Priority: 0
Arrival Time: 976, Processing Time: 13, Priority: 0
Arrival Time: 200, Processing Time: 13, Priority: 0
Arrival Time: 874, Processing Time: 13, Priority: 0
Arrival Time: 949, Processing Time: 14, Priority: 0
Arrival Time: 651, Processing Time: 14, Priority: 0
Arrival Time: 74, Processing Time: 14, Priority: 0
Arrival Time: 700, Processing Time: 14, Priority: 0
Arrival Time: 924, Processing Time: 14, Priority: 0
Arrival Time: 349, Processing Time: 14, Priority: 0
Arrival Time: 900, Processing Time: 14, Priority: 0
Arrival Time: 474, Processing Time: 14, Priority: 0
Arrival Time: 851, Processing Time: 14, Priority: 0
Arrival Time: 274, Processing Time: 14, Priority: 0
Arrival Time: 424, Processing Time: 15, Priority: 0
Arrival Time: 749, Processing Time: 15, Priority: 0
Arrival Time: 99, Processing Time: 15, Priority: 0
Arrival Time: 126, Processing Time: 15, Priority: 0
Arrival Time: 501, Processing Time: 15, Priority: 0
Arrival Time: 549, Processing Time: 15, Priority: 0
Arrival Time: 675, Processing Time: 15, Priority: 0
Priority queue at time: 1998
Queue size: 343
Arrival Time: 1995, Processing Time: 1, Priority: 0
Arrival Time: 1976, Processing Time: 4, Priority: 0
Arrival Time: 1981, Processing Time: 4, Priority: 0
Arrival Time: 1944, Processing Time: 4, Priority: 0
Arrival Time: 1991, Processing Time: 4, Priority: 0
Arrival Time: 1524, Processing Time: 5, Priority: 0
Arrival Time: 1551, Processing Time: 5, Priority: 0
Arrival Time: 1089, Processing Time: 5, Priority: 0
Arrival Time: 1370, Processing Time: 5, Priority: 0
Arrival Time: 1155, Processing Time: 5, Priority: 0
Arrival Time: 1214, Processing Time: 5, Priority: 0
Arrival Time: 1160, Processing Time: 5, Priority: 0
Arrival Time: 1284, Processing Time: 5, Priority: 0
Arrival Time: 1199, Processing Time: 5, Priority: 0
Arrival Time: 1545, Processing Time: 5, Priority: 0
Arrival Time: 1881, Processing Time: 5, Priority: 0
Arrival Time: 1931, Processing Time: 5, Priority: 0
Arrival Time: 444, Processing Time: 5, Priority: 0
Arrival Time: 1815, Processing Time: 5, Priority: 0
Arrival Time: 699, Processing Time: 5, Priority: 0
Arrival Time: 1830, Processing Time: 5, Priority: 0
Arrival Time: 1850, Processing Time: 5, Priority: 0
Arrival Time: 1724, Processing Time: 5, Priority: 0
Arrival Time: 1750, Processing Time: 5, Priority: 0
Arrival Time: 1760, Processing Time: 5, Priority: 0
Arrival Time: 100, Processing Time: 5, Priority: 0
Arrival Time: 405, Processing Time: 5, Priority: 0
Arrival Time: 836, Processing Time: 5, Priority: 0
Arrival Time: 96, Processing Time: 5, Priority: 0
Arrival Time: 756, Processing Time: 5, Priority: 0
Arrival Time: 1689, Processing Time: 5, Priority: 0
Arrival Time: 534, Processing Time: 5, Priority: 0
Arrival Time: 1676, Processing Time: 5, Priority: 0
Arrival Time: 1649, Processing Time: 5, Priority: 0
Arrival Time: 1659, Processing Time: 5, Priority: 0
Arrival Time: 800, Processing Time: 5, Priority: 0
Arrival Time: 1470, Processing Time: 5, Priority: 0
Arrival Time: 709, Processing Time: 5, Priority: 0
Arrival Time: 746, Processing Time: 5, Priority: 0
Arrival Time: 319, Processing Time: 5, Priority: 0
Arrival Time: 924, Processing Time: 5, Priority: 0
Arrival Time: 890, Processing Time: 5, Priority: 0
Arrival Time: 461, Processing Time: 5, Priority: 0
Arrival Time: 139, Processing Time: 5, Priority: 0
Arrival Time: 131, Processing Time: 5, Priority: 0
Arrival Time: 919, Processing Time: 5, Priority: 0
Arrival Time: 1434, Processing Time: 5, Priority: 0
Arrival Time: 1359, Processing Time: 5, Priority: 0
Arrival Time: 984, Processing Time: 5, Priority: 0
Arrival Time: 916, Processing Time: 5, Priority: 0
Arrival Time: 449, Processing Time: 5, Priority: 0
Arrival Time: 334, Processing Time: 5, Priority: 0
Arrival Time: 751, Processing Time: 5, Priority: 0
Arrival Time: 1335, Processing Time: 5, Priority: 0
Arrival Time: 979, Processing Time: 5, Priority: 0
Arrival Time: 455, Processing Time: 5, Priority: 0
Arrival Time: 771, Processing Time: 5, Priority: 0
Arrival Time: 500, Processing Time: 5, Priority: 0
Arrival Time: 971, Processing Time: 5, Priority: 0
Arrival Time: 809, Processing Time: 5, Priority: 0
Arrival Time: 229, Processing Time: 5, Priority: 0
Arrival Time: 1040, Processing Time: 5, Priority: 0
Arrival Time: 209, Processing Time: 5, Priority: 0
Arrival Time: 516, Processing Time: 5, Priority: 0
Arrival Time: 186, Processing Time: 5, Priority: 0
Arrival Time: 114, Processing Time: 5, Priority: 0
Arrival Time: 1481, Processing Time: 6, Priority: 0
Arrival Time: 1560, Processing Time: 6, Priority: 0
Arrival Time: 1389, Processing Time: 6, Priority: 0
Arrival Time: 1431, Processing Time: 6, Priority: 0
Arrival Time: 1401, Processing Time: 6, Priority: 0
Arrival Time: 1299, Processing Time: 6, Priority: 0
Arrival Time: 1371, Processing Time: 6, Priority: 0
Arrival Time: 1379, Processing Time: 6, Priority: 0
Arrival Time: 1321, Processing Time: 6, Priority: 0
Arrival Time: 1329, Processing Time: 6, Priority: 0
Arrival Time: 1281, Processing Time: 6, Priority: 0
Arrival Time: 1251, Processing Time: 6, Priority: 0
Arrival Time: 1121, Processing Time: 6, Priority: 0
Arrival Time: 1150, Processing Time: 6, Priority: 0
Arrival Time: 171, Processing Time: 6, Priority: 0
Arrival Time: 911, Processing Time: 6, Priority: 0
Arrival Time: 649, Processing Time: 6, Priority: 0
Arrival Time: 310, Processing Time: 6, Priority: 0
Arrival Time: 319, Processing Time: 6, Priority: 0
Arrival Time: 1139, Processing Time: 6, Priority: 0
Arrival Time: 290, Processing Time: 6, Priority: 0
Arrival Time: 611, Processing Time: 6, Priority: 0
Arrival Time: 710, Processing Time: 6, Priority: 0
Arrival Time: 59, Processing Time: 6, Priority: 0
Arrival Time: 359, Processing Time: 6, Priority: 0
Arrival Time: 351, Processing Time: 6, Priority: 0
Arrival Time: 160, Processing Time: 6, Priority: 0
Arrival Time: 1111, Processing Time: 6, Priority: 0
Arrival Time: 510, Processing Time: 6, Priority: 0
Arrival Time: 1039, Processing Time: 6, Priority: 0
Arrival Time: 530, Processing Time: 6, Priority: 0
Arrival Time: 1010, Processing Time: 6, Priority: 0
Arrival Time: 1961, Processing Time: 6, Priority: 0
Arrival Time: 1980, Processing Time: 6, Priority: 0
Arrival Time: 1871, Processing Time: 6, Priority: 0
Arrival Time: 1851, Processing Time: 6, Priority: 0
Arrival Time: 300, Processing Time: 6, Priority: 0
Arrival Time: 409, Processing Time: 6, Priority: 0
Arrival Time: 960, Processing Time: 6, Priority: 0
Arrival Time: 79, Processing Time: 6, Priority: 0
Arrival Time: 1779, Processing Time: 6, Priority: 0
Arrival Time: 1741, Processing Time: 6, Priority: 0
Arrival Time: 19, Processing Time: 6, Priority: 0
Arrival Time: 1731, Processing Time: 6, Priority: 0
Arrival Time: 760, Processing Time: 6, Priority: 0
Arrival Time: 540, Processing Time: 6, Priority: 0
Arrival Time: 260, Processing Time: 6, Priority: 0
Arrival Time: 111, Processing Time: 6, Priority: 0
Arrival Time: 810, Processing Time: 6, Priority: 0
Arrival Time: 1601, Processing Time: 6, Priority: 0
Arrival Time: 1639, Processing Time: 6, Priority: 0
Arrival Time: 401, Processing Time: 6, Priority: 0
Arrival Time: 1620, Processing Time: 6, Priority: 0
Arrival Time: 1579, Processing Time: 6, Priority: 0
Arrival Time: 1529, Processing Time: 6, Priority: 0
Arrival Time: 831, Processing Time: 6, Priority: 0
Arrival Time: 1471, Processing Time: 7, Priority: 0
Arrival Time: 1440, Processing Time: 7, Priority: 0
Arrival Time: 1421, Processing Time: 7, Priority: 0
Arrival Time: 1131, Processing Time: 7, Priority: 0
Arrival Time: 1360, Processing Time: 7, Priority: 0
Arrival Time: 440, Processing Time: 7, Priority: 0
Arrival Time: 239, Processing Time: 7, Priority: 0
Arrival Time: 369, Processing Time: 7, Priority: 0
Arrival Time: 180, Processing Time: 7, Priority: 0
Arrival Time: 1291, Processing Time: 7, Priority: 0
Arrival Time: 891, Processing Time: 7, Priority: 0
Arrival Time: 1261, Processing Time: 7, Priority: 0
Arrival Time: 1219, Processing Time: 7, Priority: 0
Arrival Time: 599, Processing Time: 7, Priority: 0
Arrival Time: 1089, Processing Time: 7, Priority: 0
Arrival Time: 1049, Processing Time: 7, Priority: 0
Arrival Time: 99, Processing Time: 7, Priority: 0
Arrival Time: 1990, Processing Time: 7, Priority: 0
Arrival Time: 1521, Processing Time: 7, Priority: 0
Arrival Time: 390, Processing Time: 7, Priority: 0
Arrival Time: 1949, Processing Time: 7, Priority: 0
Arrival Time: 1921, Processing Time: 7, Priority: 0
Arrival Time: 469, Processing Time: 7, Priority: 0
Arrival Time: 1819, Processing Time: 7, Priority: 0
Arrival Time: 1829, Processing Time: 7, Priority: 0
Arrival Time: 1511, Processing Time: 7, Priority: 0
Arrival Time: 379, Processing Time: 7, Priority: 0
Arrival Time: 740, Processing Time: 7, Priority: 0
Arrival Time: 210, Processing Time: 7, Priority: 0
Arrival Time: 1699, Processing Time: 7, Priority: 0
Arrival Time: 1691, Processing Time: 7, Priority: 0
Arrival Time: 1649, Processing Time: 7, Priority: 0
Arrival Time: 801, Processing Time: 7, Priority: 0
Arrival Time: 1591, Processing Time: 7, Priority: 0
Arrival Time: 221, Processing Time: 7, Priority: 0
Arrival Time: 821, Processing Time: 7, Priority: 0
Arrival Time: 1501, Processing Time: 7, Priority: 0
Arrival Time: 1549, Processing Time: 8, Priority: 0
Arrival Time: 1451, Processing Time: 8, Priority: 0
Arrival Time: 700, Processing Time: 8, Priority: 0
Arrival Time: 679, Processing Time: 8, Priority: 0
Arrival Time: 1229, Processing Time: 8, Priority: 0
Arrival Time: 329, Processing Time: 8, Priority: 0
Arrival Time: 589, Processing Time: 8, Priority: 0
Arrival Time: 1191, Processing Time: 8, Priority: 0
Arrival Time: 1169, Processing Time: 8, Priority: 0
Arrival Time: 271, Processing Time: 8, Priority: 0
Arrival Time: 729, Processing Time: 8, Priority: 0
Arrival Time: 1060, Processing Time: 8, Priority: 0
Arrival Time: 1080, Processing Time: 8, Priority: 0
Arrival Time: 200, Processing Time: 8, Priority: 0
Arrival Time: 1001, Processing Time: 8, Priority: 0
Arrival Time: 29, Processing Time: 8, Priority: 0
Arrival Time: 489, Processing Time: 8, Priority: 0
Arrival Time: 1940, Processing Time: 8, Priority: 0
Arrival Time: 971, Processing Time: 8, Priority: 0
Arrival Time: 929, Processing Time: 8, Priority: 0
Arrival Time: 480, Processing Time: 8, Priority: 0
Arrival Time: 921, Processing Time: 8, Priority: 0
Arrival Time: 451, Processing Time: 8, Priority: 0
Arrival Time: 870, Processing Time: 8, Priority: 0
Arrival Time: 1760, Processing Time: 8, Priority: 0
Arrival Time: 1681, Processing Time: 8, Priority: 0
Arrival Time: 1670, Processing Time: 8, Priority: 0
Arrival Time: 1611, Processing Time: 8, Priority: 0
Arrival Time: 850, Processing Time: 8, Priority: 0
Arrival Time: 1311, Processing Time: 8, Priority: 0
Arrival Time: 251, Processing Time: 9, Priority: 0
Arrival Time: 640, Processing Time: 9, Priority: 0
Arrival Time: 1410, Processing Time: 9, Priority: 0
Arrival Time: 719, Processing Time: 9, Priority: 0
Arrival Time: 40, Processing Time: 9, Priority: 0
Arrival Time: 1340, Processing Time: 9, Priority: 0
Arrival Time: 1349, Processing Time: 9, Priority: 0
Arrival Time: 670, Processing Time: 9, Priority: 0
Arrival Time: 90, Processing Time: 9, Priority: 0
Arrival Time: 561, Processing Time: 9, Priority: 0
Arrival Time: 1239, Processing Time: 9, Priority: 0
Arrival Time: 781, Processing Time: 9, Priority: 0
Arrival Time: 1201, Processing Time: 9, Priority: 0
Arrival Time: 1160, Processing Time: 9, Priority: 0
Arrival Time: 1459, Processing Time: 9, Priority: 0
Arrival Time: 1070, Processing Time: 9, Priority: 0
Arrival Time: 190, Processing Time: 9, Priority: 0
Arrival Time: 1029, Processing Time: 9, Priority: 0
Arrival Time: 1019, Processing Time: 9, Priority: 0
Arrival Time: 69, Processing Time: 9, Priority: 0
Arrival Time: 130, Processing Time: 9, Priority: 0
Arrival Time: 940, Processing Time: 9, Priority: 0
Arrival Time: 1489, Processing Time: 9, Priority: 0
Arrival Time: 419, Processing Time: 9, Priority: 0
Arrival Time: 1890, Processing Time: 9, Priority: 0
Arrival Time: 1861, Processing Time: 9, Priority: 0
Arrival Time: 880, Processing Time: 9, Priority: 0
Arrival Time: 950, Processing Time: 9, Priority: 0
Arrival Time: 1881, Processing Time: 9, Priority: 0
Arrival Time: 1710, Processing Time: 9, Priority: 0
Arrival Time: 1809, Processing Time: 9, Priority: 0
Arrival Time: 1769, Processing Time: 9, Priority: 0
Arrival Time: 861, Processing Time: 9, Priority: 0
Arrival Time: 750, Processing Time: 9, Priority: 0
Arrival Time: 1660, Processing Time: 9, Priority: 0
Arrival Time: 551, Processing Time: 10, Priority: 0
Arrival Time: 630, Processing Time: 10, Priority: 0
Arrival Time: 459, Processing Time: 10, Priority: 0
Arrival Time: 689, Processing Time: 10, Priority: 0
Arrival Time: 659, Processing Time: 10, Priority: 0
Arrival Time: 340, Processing Time: 10, Priority: 0
Arrival Time: 570, Processing Time: 10, Priority: 0
Arrival Time: 619, Processing Time: 10, Priority: 0
Arrival Time: 280, Processing Time: 10, Priority: 0
Arrival Time: 1270, Processing Time: 10, Priority: 0
Arrival Time: 1750, Processing Time: 10, Priority: 0
Arrival Time: 1209, Processing Time: 10, Priority: 0
Arrival Time: 51, Processing Time: 10, Priority: 0
Arrival Time: 581, Processing Time: 10, Priority: 0
Arrival Time: 521, Processing Time: 10, Priority: 0
Arrival Time: 770, Processing Time: 10, Priority: 0
Arrival Time: 1101, Processing Time: 10, Priority: 0
Arrival Time: 989, Processing Time: 10, Priority: 0
Arrival Time: 141, Processing Time: 10, Priority: 0
Arrival Time: 230, Processing Time: 10, Priority: 0
Arrival Time: 500, Processing Time: 10, Priority: 0
Arrival Time: 1571, Processing Time: 10, Priority: 0
Arrival Time: 980, Processing Time: 10, Priority: 0
Arrival Time: 430, Processing Time: 10, Priority: 0
Arrival Time: 1970, Processing Time: 10, Priority: 0
Arrival Time: 1181, Processing Time: 10, Priority: 0
Arrival Time: 1929, Processing Time: 10, Priority: 0
Arrival Time: 1539, Processing Time: 10, Priority: 0
Arrival Time: 119, Processing Time: 10, Priority: 0
Arrival Time: 900, Processing Time: 10, Priority: 0
Arrival Time: 1800, Processing Time: 10, Priority: 0
Arrival Time: 149, Processing Time: 10, Priority: 0
Arrival Time: 1901, Processing Time: 10, Priority: 0
Arrival Time: 1840, Processing Time: 10, Priority: 0
Arrival Time: 789, Processing Time: 10, Priority: 0
Arrival Time: 1630, Processing Time: 10, Priority: 0
Arrival Time: 1789, Processing Time: 10, Priority: 0
Arrival Time: 1721, Processing Time: 10, Priority: 0
Arrival Time: 841, Processing Time: 10, Priority: 0
Arrival Time: 1910, Processing Time: 10, Priority: 0
Arrival Time: 825, Processing Time: 11, Priority: 0
Arrival Time: 1250, Processing Time: 11, Priority: 0
Arrival Time: 1949, Processing Time: 11, Priority: 0
Arrival Time: 1450, Processing Time: 11, Priority: 0
Arrival Time: 226, Processing Time: 11, Priority: 0
Arrival Time: 1574, Processing Time: 11, Priority: 0
Arrival Time: 1401, Processing Time: 11, Priority: 0
Arrival Time: 1126, Processing Time: 11, Priority: 0
Arrival Time: 299, Processing Time: 11, Priority: 0
Arrival Time: 524, Processing Time: 11, Priority: 0
Arrival Time: 1750, Processing Time: 11, Priority: 0
Arrival Time: 1225, Processing Time: 11, Priority: 0
Arrival Time: 575, Processing Time: 11, Priority: 0
Arrival Time: 1674, Processing Time: 11, Priority: 0
Arrival Time: 999, Processing Time: 11, Priority: 0
Arrival Time: 799, Processing Time: 11, Priority: 0
Arrival Time: 1626, Processing Time: 11, Priority: 0
Arrival Time: 1299, Processing Time: 12, Priority: 0
Arrival Time: 326, Processing Time: 12, Priority: 0
Arrival Time: 599, Processing Time: 12, Priority: 0
Arrival Time: 1876, Processing Time: 12, Priority: 0
Arrival Time: 625, Processing Time: 12, Priority: 0
Arrival Time: 150, Processing Time: 12, Priority: 0
Arrival Time: 1725, Processing Time: 12, Priority: 0
Arrival Time: 1426, Processing Time: 12, Priority: 0
Arrival Time: 776, Processing Time: 12, Priority: 0
Arrival Time: 1825, Processing Time: 12, Priority: 0
Arrival Time: 376, Processing Time: 12, Priority: 0
Arrival Time: 400, Processing Time: 12, Priority: 0
Arrival Time: 176, Processing Time: 13, Priority: 0
Arrival Time: 874, Processing Time: 13, Priority: 0
Arrival Time: 450, Processing Time: 13, Priority: 0
Arrival Time: 724, Processing Time: 13, Priority: 0
Arrival Time: 1926, Processing Time: 13, Priority: 0
Arrival Time: 976, Processing Time: 13, Priority: 0
Arrival Time: 1851, Processing Time: 13, Priority: 0
Arrival Time: 250, Processing Time: 13, Priority: 0
Arrival Time: 1200, Processing Time: 13, Priority: 0
Arrival Time: 1650, Processing Time: 13, Priority: 0
Arrival Time: 1274, Processing Time: 13, Priority: 0
Arrival Time: 1476, Processing Time: 13, Priority: 0
Arrival Time: 1351, Processing Time: 13, Priority: 0
Arrival Time: 1174, Processing Time: 13, Priority: 0
Arrival Time: 26, Processing Time: 13, Priority: 0
Arrival Time: 1975, Processing Time: 13, Priority: 0
Arrival Time: 49, Processing Time: 13, Priority: 0
Arrival Time: 1700, Processing Time: 13, Priority: 0
Arrival Time: 1774, Processing Time: 13, Priority: 0
Arrival Time: 1500, Processing Time: 13, Priority: 0
Arrival Time: 200, Processing Time: 13, Priority: 0
Arrival Time: 1074, Processing Time: 13, Priority: 0
Arrival Time: 474, Processing Time: 14, Priority: 0
Arrival Time: 924, Processing Time: 14, Priority: 0
Arrival Time: 74, Processing Time: 14, Priority: 0
Arrival Time: 700, Processing Time: 14, Priority: 0
Arrival Time: 651, Processing Time: 14, Priority: 0
Arrival Time: 851, Processing Time: 14, Priority: 0
Arrival Time: 274, Processing Time: 14, Priority: 0
Arrival Time: 1051, Processing Time: 14, Priority: 0
Arrival Time: 949, Processing Time: 14, Priority: 0
Arrival Time: 1901, Processing Time: 14, Priority: 0
Arrival Time: 1149, Processing Time: 14, Priority: 0
Arrival Time: 349, Processing Time: 14, Priority: 0
Arrival Time: 900, Processing Time: 14, Priority: 0
Arrival Time: 1601, Processing Time: 15, Priority: 0
Arrival Time: 1374, Processing Time: 15, Priority: 0
Arrival Time: 424, Processing Time: 15, Priority: 0
Arrival Time: 126, Processing Time: 15, Priority: 0
Arrival Time: 1801, Processing Time: 15, Priority: 0
Arrival Time: 549, Processing Time: 15, Priority: 0
Arrival Time: 675, Processing Time: 15, Priority: 0
Arrival Time: 1549, Processing Time: 15, Priority: 0
Arrival Time: 99, Processing Time: 15, Priority: 0
Arrival Time: 1025, Processing Time: 15, Priority: 0
Arrival Time: 501, Processing Time: 15, Priority: 0
Arrival Time: 1524, Processing Time: 15, Priority: 0
Arrival Time: 1324, Processing Time: 15, Priority: 0
Arrival Time: 1099, Processing Time: 15, Priority: 0
Arrival Time: 749, Processing Time: 15, Priority: 0
Priority queue at time: 2997
Queue size: 516
Arrival Time: 2994, Processing Time: 2, Priority: 0
Arrival Time: 2894, Processing Time: 3, Priority: 0
Arrival Time: 2961, Processing Time: 5, Priority: 0
Arrival Time: 2941, Processing Time: 5, Priority: 0
Arrival Time: 114, Processing Time: 5, Priority: 0
Arrival Time: 2990, Processing Time: 5, Priority: 0
Arrival Time: 2911, Processing Time: 5, Priority: 0
