Priority queue at time: 0
Queue size: 0
Priority queue at time: 999
Queue size: 339
Arrival Time: 10, Processing Time: 1, Priority: 0
Arrival Time: 416, Processing Time: 4, Priority: 0
Arrival Time: 204, Processing Time: 4, Priority: 0
Arrival Time: 791, Processing Time: 4, Priority: 0
Arrival Time: 785, Processing Time: 4, Priority: 0
Arrival Time: 199, Processing Time: 4, Priority: 0
Arrival Time: 389, Processing Time: 4, Priority: 0
Arrival Time: 751, Processing Time: 5, Priority: 0
Arrival Time: 746, Processing Time: 5, Priority: 0
Arrival Time: 186, Processing Time: 5, Priority: 0
Arrival Time: 984, Processing Time: 5, Priority: 0
Arrival Time: 366, Processing Time: 5, Priority: 0
Arrival Time: 96, Processing Time: 5, Priority: 0
Arrival Time: 709, Processing Time: 5, Priority: 0
Arrival Time: 699, Processing Time: 5, Priority: 0
Arrival Time: 685, Processing Time: 5, Priority: 0
Arrival Time: 675, Processing Time: 5, Priority: 0
Arrival Time: 334, Processing Time: 5, Priority: 0
Arrival Time: 25, Processing Time: 5, Priority: 0
Arrival Time: 319, Processing Time: 5, Priority: 0
Arrival Time: 449, Processing Time: 5, Priority: 0
Arrival Time: 631, Processing Time: 5, Priority: 0
Arrival Time: 890, Processing Time: 5, Priority: 0
Arrival Time: 979, Processing Time: 5, Priority: 0
Arrival Time: 606, Processing Time: 5, Priority: 0
Arrival Time: 54, Processing Time: 5, Priority: 0
Arrival Time: 289, Processing Time: 5, Priority: 0
Arrival Time: 139, Processing Time: 5, Priority: 0
Arrival Time: 16, Processing Time: 5, Priority: 0
Arrival Time: 971, Processing Time: 5, Priority: 0
Arrival Time: 534, Processing Time: 5, Priority: 0
Arrival Time: 131, Processing Time: 5, Priority: 0
Arrival Time: 516, Processing Time: 5, Priority: 0
Arrival Time: 500, Processing Time: 5, Priority: 0
Arrival Time: 976, Processing Time: 5, Priority: 0
Arrival Time: 936, Processing Time: 5, Priority: 0
Arrival Time: 455, Processing Time: 5, Priority: 0
Arrival Time: 916, Processing Time: 5, Priority: 0
Arrival Time: 919, Processing Time: 5, Priority: 0
Arrival Time: 229, Processing Time: 5, Priority: 0
Arrival Time: 114, Processing Time: 5, Priority: 0
Arrival Time: 461, Processing Time: 5, Priority: 0
Arrival Time: 444, Processing Time: 5, Priority: 0
Arrival Time: 100, Processing Time: 5, Priority: 0
Arrival Time: 924, Processing Time: 5, Priority: 0
Arrival Time: 836, Processing Time: 5, Priority: 0
Arrival Time: 209, Processing Time: 5, Priority: 0
Arrival Time: 809, Processing Time: 5, Priority: 0
Arrival Time: 405, Processing Time: 5, Priority: 0
Arrival Time: 800, Processing Time: 5, Priority: 0
Arrival Time: 771, Processing Time: 5, Priority: 0
Arrival Time: 756, Processing Time: 5, Priority: 0
Arrival Time: 359, Processing Time: 6, Priority: 0
Arrival Time: 351, Processing Time: 6, Priority: 0
Arrival Time: 171, Processing Time: 6, Priority: 0
Arrival Time: 649, Processing Time: 6, Priority: 0
Arrival Time: 319, Processing Time: 6, Priority: 0
Arrival Time: 160, Processing Time: 6, Priority: 0
Arrival Time: 79, Processing Time: 6, Priority: 0
Arrival Time: 310, Processing Time: 6, Priority: 0
Arrival Time: 611, Processing Time: 6, Priority: 0
Arrival Time: 290, Processing Time: 6, Priority: 0
Arrival Time: 19, Processing Time: 6, Priority: 0
Arrival Time: 960, Processing Time: 6, Priority: 0
Arrival Time: 540, Processing Time: 6, Priority: 0
Arrival Time: 530, Processing Time: 6, Priority: 0
Arrival Time: 260, Processing Time: 6, Priority: 0
Arrival Time: 510, Processing Time: 6, Priority: 0
Arrival Time: 831, Processing Time: 6, Priority: 0
Arrival Time: 710, Processing Time: 6, Priority: 0
Arrival Time: 300, Processing Time: 6, Priority: 0
Arrival Time: 59, Processing Time: 6, Priority: 0
Arrival Time: 911, Processing Time: 6, Priority: 0
Arrival Time: 111, Processing Time: 6, Priority: 0
Arrival Time: 10, Processing Time: 6, Priority: 0
Arrival Time: 401, Processing Time: 6, Priority: 0
Arrival Time: 409, Processing Time: 6, Priority: 0
Arrival Time: 810, Processing Time: 6, Priority: 0
Arrival Time: 760, Processing Time: 6, Priority: 0
Arrival Time: 379, Processing Time: 7, Priority: 0
Arrival Time: 740, Processing Time: 7, Priority: 0
Arrival Time: 180, Processing Time: 7, Priority: 0
Arrival Time: 99, Processing Time: 7, Priority: 0
Arrival Time: 891, Processing Time: 7, Priority: 0
Arrival Time: 221, Processing Time: 7, Priority: 0
Arrival Time: 599, Processing Time: 7, Priority: 0
Arrival Time: 369, Processing Time: 7, Priority: 0
Arrival Time: 239, Processing Time: 7, Priority: 0
Arrival Time: 469, Processing Time: 7, Priority: 0
Arrival Time: 801, Processing Time: 7, Priority: 0
Arrival Time: 440, Processing Time: 7, Priority: 0
Arrival Time: 210, Processing Time: 7, Priority: 0
Arrival Time: 821, Processing Time: 7, Priority: 0
Arrival Time: 390, Processing Time: 7, Priority: 0
Arrival Time: 729, Processing Time: 8, Priority: 0
Arrival Time: 271, Processing Time: 8, Priority: 0
Arrival Time: 489, Processing Time: 8, Priority: 0
Arrival Time: 329, Processing Time: 8, Priority: 0
Arrival Time: 589, Processing Time: 8, Priority: 0
Arrival Time: 929, Processing Time: 8, Priority: 0
Arrival Time: 971, Processing Time: 8, Priority: 0
Arrival Time: 29, Processing Time: 8, Priority: 0
Arrival Time: 480, Processing Time: 8, Priority: 0
Arrival Time: 700, Processing Time: 8, Priority: 0
Arrival Time: 850, Processing Time: 8, Priority: 0
Arrival Time: 921, Processing Time: 8, Priority: 0
Arrival Time: 870, Processing Time: 8, Priority: 0
Arrival Time: 679, Processing Time: 8, Priority: 0
Arrival Time: 200, Processing Time: 8, Priority: 0
Arrival Time: 451, Processing Time: 8, Priority: 0
Arrival Time: 190, Processing Time: 9, Priority: 0
Arrival Time: 670, Processing Time: 9, Priority: 0
Arrival Time: 880, Processing Time: 9, Priority: 0
Arrival Time: 251, Processing Time: 9, Priority: 0
Arrival Time: 130, Processing Time: 9, Priority: 0
Arrival Time: 861, Processing Time: 9, Priority: 0
Arrival Time: 640, Processing Time: 9, Priority: 0
Arrival Time: 719, Processing Time: 9, Priority: 0
Arrival Time: 40, Processing Time: 9, Priority: 0
Arrival Time: 561, Processing Time: 9, Priority: 0
Arrival Time: 90, Processing Time: 9, Priority: 0
Arrival Time: 419, Processing Time: 9, Priority: 0
Arrival Time: 781, Processing Time: 9, Priority: 0
Arrival Time: 69, Processing Time: 9, Priority: 0
Arrival Time: 750, Processing Time: 9, Priority: 0
Arrival Time: 950, Processing Time: 9, Priority: 0
Arrival Time: 940, Processing Time: 9, Priority: 0
Arrival Time: 770, Processing Time: 10, Priority: 0
Arrival Time: 659, Processing Time: 10, Priority: 0
Arrival Time: 581, Processing Time: 10, Priority: 0
Arrival Time: 521, Processing Time: 10, Priority: 0
Arrival Time: 980, Processing Time: 10, Priority: 0
Arrival Time: 459, Processing Time: 10, Priority: 0
Arrival Time: 619, Processing Time: 10, Priority: 0
Arrival Time: 500, Processing Time: 10, Priority: 0
Arrival Time: 430, Processing Time: 10, Priority: 0
Arrival Time: 570, Processing Time: 10, Priority: 0
Arrival Time: 841, Processing Time: 10, Priority: 0
Arrival Time: 551, Processing Time: 10, Priority: 0
Arrival Time: 119, Processing Time: 10, Priority: 0
Arrival Time: 989, Processing Time: 10, Priority: 0
Arrival Time: 630, Processing Time: 10, Priority: 0
Arrival Time: 340, Processing Time: 10, Priority: 0
Arrival Time: 900, Processing Time: 10, Priority: 0
Arrival Time: 149, Processing Time: 10, Priority: 0
Arrival Time: 689, Processing Time: 10, Priority: 0
Arrival Time: 280, Processing Time: 10, Priority: 0
Arrival Time: 789, Processing Time: 10, Priority: 0
Arrival Time: 51, Processing Time: 10, Priority: 0
Arrival Time: 230, Processing Time: 10, Priority: 0
Arrival Time: 141, Processing Time: 10, Priority: 0
Arrival Time: 299, Processing Time: 11, Priority: 0
Arrival Time: 799, Processing Time: 11, Priority: 0
Arrival Time: 575, Processing Time: 11, Priority: 0
Arrival Time: 999, Processing Time: 11, Priority: 0
Arrival Time: 825, Processing Time: 11, Priority: 0
Arrival Time: 226, Processing Time: 11, Priority: 0
Arrival Time: 524, Processing Time: 11, Priority: 0
Arrival Time: 776, Processing Time: 12, Priority: 0
Arrival Time: 625, Processing Time: 12, Priority: 0
Arrival Time: 599, Processing Time: 12, Priority: 0
Arrival Time: 150, Processing Time: 12, Priority: 0
Arrival Time: 326, Processing Time: 12, Priority: 0
Arrival Time: 376, Processing Time: 12, Priority: 0
Arrival Time: 400, Processing Time: 12, Priority: 0
Arrival Time: 26, Processing Time: 13, Priority: 0
Arrival Time: 200, Processing Time: 13, Priority: 0
Arrival Time: 176, Processing Time: 13, Priority: 0
Arrival Time: 976, Processing Time: 13, Priority: 0
Arrival Time: 250, Processing Time: 13, Priority: 0
Arrival Time: 450, Processing Time: 13, Priority: 0
Arrival Time: 49, Processing Time: 13, Priority: 0
Arrival Time: 874, Processing Time: 13, Priority: 0
Arrival Time: 724, Processing Time: 13, Priority: 0
Arrival Time: 651, Processing Time: 14, Priority: 0
Arrival Time: 474, Processing Time: 14, Priority: 0
Arrival Time: 700, Processing Time: 14, Priority: 0
Arrival Time: 74, Processing Time: 14, Priority: 0
Arrival Time: 274, Processing Time: 14, Priority: 0
Arrival Time: 851, Processing Time: 14, Priority: 0
Arrival Time: 349, Processing Time: 14, Priority: 0
Arrival Time: 949, Processing Time: 14, Priority: 0
Arrival Time: 924, Processing Time: 14, Priority: 0
Arrival Time: 900, Processing Time: 14, Priority: 0
Arrival Time: 749, Processing Time: 15, Priority: 0
Arrival Time: 549, Processing Time: 15, Priority: 0
Arrival Time: 126, Processing Time: 15, Priority: 0
Arrival Time: 501, Processing Time: 15, Priority: 0
Arrival Time: 675, Processing Time: 15, Priority: 0
Arrival Time: 424, Processing Time: 15, Priority: 0
Arrival Time: 99, Processing Time: 15, Priority: 0
Priority queue at time: 1998
Queue size: 677
Arrival Time: 10, Processing Time: 1, Priority: 0
Arrival Time: 76, Processing Time: 1, Priority: 0
Arrival Time: 181, Processing Time: 1, Priority: 0
Arrival Time: 720, Processing Time: 1, Priority: 0
Arrival Time: 1486, Processing Time: 1, Priority: 0
Arrival Time: 726, Processing Time: 1, Priority: 0
Arrival Time: 1440, Processing Time: 1, Priority: 0
Arrival Time: 1449, Processing Time: 1, Priority: 0
Arrival Time: 331, Processing Time: 1, Priority: 0
Arrival Time: 696, Processing Time: 1, Priority: 0
Arrival Time: 1379, Processing Time: 1, Priority: 0
Arrival Time: 1385, Processing Time: 1, Priority: 0
Arrival Time: 340, Processing Time: 1, Priority: 0
Arrival Time: 1350, Processing Time: 1, Priority: 0
Arrival Time: 1365, Processing Time: 1, Priority: 0
Arrival Time: 1321, Processing Time: 1, Priority: 0
Arrival Time: 1331, Processing Time: 1, Priority: 0
Arrival Time: 155, Processing Time: 1, Priority: 0
Arrival Time: 636, Processing Time: 1, Priority: 0
Arrival Time: 1279, Processing Time: 1, Priority: 0
Arrival Time: 1230, Processing Time: 1, Priority: 0
Arrival Time: 1255, Processing Time: 1, Priority: 0
Arrival Time: 1250, Processing Time: 1, Priority: 0
Arrival Time: 305, Processing Time: 1, Priority: 0
Arrival Time: 1185, Processing Time: 1, Priority: 0
Arrival Time: 31, Processing Time: 1, Priority: 0
Arrival Time: 254, Processing Time: 1, Priority: 0
Arrival Time: 264, Processing Time: 1, Priority: 0
Arrival Time: 281, Processing Time: 1, Priority: 0
Arrival Time: 566, Processing Time: 1, Priority: 0
Arrival Time: 1131, Processing Time: 1, Priority: 0
Arrival Time: 1115, Processing Time: 1, Priority: 0
Arrival Time: 544, Processing Time: 1, Priority: 0
Arrival Time: 1105, Processing Time: 1, Priority: 0
Arrival Time: 1086, Processing Time: 1, Priority: 0
Arrival Time: 1096, Processing Time: 1, Priority: 0
Arrival Time: 1081, Processing Time: 1, Priority: 0
Arrival Time: 955, Processing Time: 1, Priority: 0
Arrival Time: 990, Processing Time: 1, Priority: 0
Arrival Time: 1016, Processing Time: 1, Priority: 0
Arrival Time: 1036, Processing Time: 1, Priority: 0
Arrival Time: 1019, Processing Time: 1, Priority: 0
Arrival Time: 1005, Processing Time: 1, Priority: 0
Arrival Time: 1985, Processing Time: 1, Priority: 0
Arrival Time: 1995, Processing Time: 1, Priority: 0
Arrival Time: 966, Processing Time: 1, Priority: 0
Arrival Time: 1936, Processing Time: 1, Priority: 0
Arrival Time: 1971, Processing Time: 1, Priority: 0
Arrival Time: 1884, Processing Time: 1, Priority: 0
Arrival Time: 1895, Processing Time: 1, Priority: 0
Arrival Time: 190, Processing Time: 1, Priority: 0
Arrival Time: 214, Processing Time: 1, Priority: 0
Arrival Time: 904, Processing Time: 1, Priority: 0
Arrival Time: 929, Processing Time: 1, Priority: 0
Arrival Time: 1876, Processing Time: 1, Priority: 0
Arrival Time: 1856, Processing Time: 1, Priority: 0
Arrival Time: 1799, Processing Time: 1, Priority: 0
Arrival Time: 1824, Processing Time: 1, Priority: 0
Arrival Time: 426, Processing Time: 1, Priority: 0
Arrival Time: 1769, Processing Time: 1, Priority: 0
Arrival Time: 436, Processing Time: 1, Priority: 0
Arrival Time: 871, Processing Time: 1, Priority: 0
Arrival Time: 856, Processing Time: 1, Priority: 0
Arrival Time: 1721, Processing Time: 1, Priority: 0
Arrival Time: 386, Processing Time: 1, Priority: 0
Arrival Time: 815, Processing Time: 1, Priority: 0
Arrival Time: 826, Processing Time: 1, Priority: 0
Arrival Time: 1681, Processing Time: 1, Priority: 0
Arrival Time: 1655, Processing Time: 1, Priority: 0
Arrival Time: 1664, Processing Time: 1, Priority: 0
Arrival Time: 1621, Processing Time: 1, Priority: 0
Arrival Time: 1631, Processing Time: 1, Priority: 0
Arrival Time: 1646, Processing Time: 1, Priority: 0
Arrival Time: 399, Processing Time: 1, Priority: 0
Arrival Time: 780, Processing Time: 1, Priority: 0
Arrival Time: 1580, Processing Time: 1, Priority: 0
Arrival Time: 1559, Processing Time: 1, Priority: 0
Arrival Time: 1571, Processing Time: 1, Priority: 0
Arrival Time: 766, Processing Time: 1, Priority: 0
Arrival Time: 1510, Processing Time: 1, Priority: 0
Arrival Time: 1514, Processing Time: 1, Priority: 0
Arrival Time: 1521, Processing Time: 1, Priority: 0
Arrival Time: 730, Processing Time: 2, Priority: 0
Arrival Time: 1504, Processing Time: 2, Priority: 0
Arrival Time: 1424, Processing Time: 2, Priority: 0
Arrival Time: 1431, Processing Time: 2, Priority: 0
Arrival Time: 1404, Processing Time: 2, Priority: 0
Arrival Time: 1410, Processing Time: 2, Priority: 0
Arrival Time: 344, Processing Time: 2, Priority: 0
Arrival Time: 1389, Processing Time: 2, Priority: 0
Arrival Time: 1375, Processing Time: 2, Priority: 0
Arrival Time: 681, Processing Time: 2, Priority: 0
Arrival Time: 671, Processing Time: 2, Priority: 0
Arrival Time: 659, Processing Time: 2, Priority: 0
Arrival Time: 164, Processing Time: 2, Priority: 0
Arrival Time: 645, Processing Time: 2, Priority: 0
Arrival Time: 1296, Processing Time: 2, Priority: 0
Arrival Time: 639, Processing Time: 2, Priority: 0
Arrival Time: 1266, Processing Time: 2, Priority: 0
Arrival Time: 1270, Processing Time: 2, Priority: 0
Arrival Time: 81, Processing Time: 2, Priority: 0
Arrival Time: 1260, Processing Time: 2, Priority: 0
Arrival Time: 40, Processing Time: 2, Priority: 0
Arrival Time: 625, Processing Time: 2, Priority: 0
Arrival Time: 1246, Processing Time: 2, Priority: 0
Arrival Time: 1239, Processing Time: 2, Priority: 0
Arrival Time: 311, Processing Time: 2, Priority: 0
Arrival Time: 616, Processing Time: 2, Priority: 0
Arrival Time: 1205, Processing Time: 2, Priority: 0
Arrival Time: 146, Processing Time: 2, Priority: 0
Arrival Time: 574, Processing Time: 2, Priority: 0
Arrival Time: 581, Processing Time: 2, Priority: 0
Arrival Time: 1175, Processing Time: 2, Priority: 0
Arrival Time: 1145, Processing Time: 2, Priority: 0
Arrival Time: 276, Processing Time: 2, Priority: 0
Arrival Time: 269, Processing Time: 2, Priority: 0
Arrival Time: 1064, Processing Time: 2, Priority: 0
Arrival Time: 1076, Processing Time: 2, Priority: 0
Arrival Time: 1051, Processing Time: 2, Priority: 0
Arrival Time: 520, Processing Time: 2, Priority: 0
Arrival Time: 511, Processing Time: 2, Priority: 0
Arrival Time: 119, Processing Time: 2, Priority: 0
Arrival Time: 506, Processing Time: 2, Priority: 0
Arrival Time: 1959, Processing Time: 2, Priority: 0
Arrival Time: 491, Processing Time: 2, Priority: 0
Arrival Time: 249, Processing Time: 2, Priority: 0
Arrival Time: 959, Processing Time: 2, Priority: 0
Arrival Time: 69, Processing Time: 2, Priority: 0
Arrival Time: 910, Processing Time: 2, Priority: 0
Arrival Time: 900, Processing Time: 2, Priority: 0
Arrival Time: 1795, Processing Time: 2, Priority: 0
Arrival Time: 439, Processing Time: 2, Priority: 0
Arrival Time: 876, Processing Time: 2, Priority: 0
Arrival Time: 1765, Processing Time: 2, Priority: 0
Arrival Time: 1744, Processing Time: 2, Priority: 0
Arrival Time: 220, Processing Time: 2, Priority: 0
Arrival Time: 430, Processing Time: 2, Priority: 0
Arrival Time: 1716, Processing Time: 2, Priority: 0
Arrival Time: 1706, Processing Time: 2, Priority: 0
Arrival Time: 846, Processing Time: 2, Priority: 0
Arrival Time: 1685, Processing Time: 2, Priority: 0
Arrival Time: 839, Processing Time: 2, Priority: 0
Arrival Time: 819, Processing Time: 2, Priority: 0
Arrival Time: 1636, Processing Time: 2, Priority: 0
Arrival Time: 420, Processing Time: 2, Priority: 0
Arrival Time: 394, Processing Time: 2, Priority: 0
Arrival Time: 795, Processing Time: 2, Priority: 0
Arrival Time: 1575, Processing Time: 2, Priority: 0
Arrival Time: 49, Processing Time: 2, Priority: 0
Arrival Time: 194, Processing Time: 2, Priority: 0
Arrival Time: 1540, Processing Time: 2, Priority: 0
Arrival Time: 381, Processing Time: 2, Priority: 0
Arrival Time: 106, Processing Time: 2, Priority: 0
Arrival Time: 1499, Processing Time: 3, Priority: 0
Arrival Time: 734, Processing Time: 3, Priority: 0
Arrival Time: 740, Processing Time: 3, Priority: 0
Arrival Time: 1464, Processing Time: 3, Priority: 0
Arrival Time: 355, Processing Time: 3, Priority: 0
Arrival Time: 1456, Processing Time: 3, Priority: 0
Arrival Time: 45, Processing Time: 3, Priority: 0
Arrival Time: 1445, Processing Time: 3, Priority: 0
Arrival Time: 1416, Processing Time: 3, Priority: 0
Arrival Time: 1420, Processing Time: 3, Priority: 0
Arrival Time: 350, Processing Time: 3, Priority: 0
Arrival Time: 1394, Processing Time: 3, Priority: 0
Arrival Time: 1399, Processing Time: 3, Priority: 0
Arrival Time: 691, Processing Time: 3, Priority: 0
Arrival Time: 89, Processing Time: 3, Priority: 0
Arrival Time: 1346, Processing Time: 3, Priority: 0
Arrival Time: 170, Processing Time: 3, Priority: 0
Arrival Time: 161, Processing Time: 3, Priority: 0
Arrival Time: 655, Processing Time: 3, Priority: 0
Arrival Time: 1315, Processing Time: 3, Priority: 0
Arrival Time: 326, Processing Time: 3, Priority: 0
Arrival Time: 1274, Processing Time: 3, Priority: 0
Arrival Time: 316, Processing Time: 3, Priority: 0
Arrival Time: 1236, Processing Time: 3, Priority: 0
Arrival Time: 610, Processing Time: 3, Priority: 0
Arrival Time: 1219, Processing Time: 3, Priority: 0
Arrival Time: 299, Processing Time: 3, Priority: 0
Arrival Time: 1209, Processing Time: 3, Priority: 0
Arrival Time: 600, Processing Time: 3, Priority: 0
Arrival Time: 590, Processing Time: 3, Priority: 0
Arrival Time: 594, Processing Time: 3, Priority: 0
Arrival Time: 1189, Processing Time: 3, Priority: 0
Arrival Time: 1180, Processing Time: 3, Priority: 0
Arrival Time: 1170, Processing Time: 3, Priority: 0
Arrival Time: 1166, Processing Time: 3, Priority: 0
Arrival Time: 6, Processing Time: 3, Priority: 0
Arrival Time: 286, Processing Time: 3, Priority: 0
Arrival Time: 1141, Processing Time: 3, Priority: 0
